Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
05/27/2004,AQS,60310004,1,13.1,ug/m3 LC,53,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
06/02/2004,AQS,60310004,1,9.1,ug/m3 LC,38,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
06/08/2004,AQS,60310004,1,4,ug/m3 LC,17,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
06/14/2004,AQS,60310004,1,8.1,ug/m3 LC,34,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
06/20/2004,AQS,60310004,1,8.4,ug/m3 LC,35,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
06/26/2004,AQS,60310004,1,4.9,ug/m3 LC,20,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
07/07/2004,AQS,60310004,1,9,ug/m3 LC,38,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
07/09/2004,AQS,60310004,1,8.6,ug/m3 LC,36,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
07/14/2004,AQS,60310004,1,9.5,ug/m3 LC,40,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
07/20/2004,AQS,60310004,1,7.4,ug/m3 LC,31,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
07/26/2004,AQS,60310004,1,10,ug/m3 LC,42,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
08/01/2004,AQS,60310004,1,7.5,ug/m3 LC,31,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
08/10/2004,AQS,60310004,1,19,ug/m3 LC,66,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
08/17/2004,AQS,60310004,1,17.7,ug/m3 LC,63,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
08/19/2004,AQS,60310004,1,9.2,ug/m3 LC,38,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
08/27/2004,AQS,60310004,1,7.6,ug/m3 LC,32,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
08/31/2004,AQS,60310004,1,12.5,ug/m3 LC,52,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
09/06/2004,AQS,60310004,1,10.6,ug/m3 LC,44,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
09/12/2004,AQS,60310004,1,6.5,ug/m3 LC,27,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
09/18/2004,AQS,60310004,1,5.8,ug/m3 LC,24,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
09/24/2004,AQS,60310004,1,17.3,ug/m3 LC,62,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
09/30/2004,AQS,60310004,1,7.1,ug/m3 LC,30,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
10/03/2004,AQS,60310004,1,18.7,ug/m3 LC,65,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
10/06/2004,AQS,60310004,1,18.7,ug/m3 LC,65,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
10/09/2004,AQS,60310004,1,6,ug/m3 LC,25,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
10/12/2004,AQS,60310004,1,12.7,ug/m3 LC,52,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
10/15/2004,AQS,60310004,1,28,ug/m3 LC,84,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
10/21/2004,AQS,60310004,1,39.3,ug/m3 LC,110,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
10/24/2004,AQS,60310004,1,37.3,ug/m3 LC,105,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
10/27/2004,AQS,60310004,1,8.7,ug/m3 LC,36,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
10/30/2004,AQS,60310004,1,30.9,ug/m3 LC,91,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
11/04/2004,AQS,60310004,1,9.1,ug/m3 LC,38,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
11/05/2004,AQS,60310004,1,21.3,ug/m3 LC,70,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
11/08/2004,AQS,60310004,1,43.5,ug/m3 LC,121,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
11/11/2004,AQS,60310004,1,16.8,ug/m3 LC,61,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
11/19/2004,AQS,60310004,1,49.6,ug/m3 LC,136,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
11/20/2004,AQS,60310004,1,34.4,ug/m3 LC,98,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
11/23/2004,AQS,60310004,1,28.8,ug/m3 LC,86,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
11/26/2004,AQS,60310004,1,49.4,ug/m3 LC,135,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
11/29/2004,AQS,60310004,1,20.5,ug/m3 LC,69,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/02/2004,AQS,60310004,1,61,ug/m3 LC,154,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/05/2004,AQS,60310004,1,29.7,ug/m3 LC,88,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/08/2004,AQS,60310004,1,17.5,ug/m3 LC,62,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/11/2004,AQS,60310004,1,27.3,ug/m3 LC,83,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/14/2004,AQS,60310004,1,20,ug/m3 LC,68,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/17/2004,AQS,60310004,1,26.2,ug/m3 LC,81,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/20/2004,AQS,60310004,1,24.5,ug/m3 LC,77,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/23/2004,AQS,60310004,1,40.6,ug/m3 LC,114,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/26/2004,AQS,60310004,1,30.3,ug/m3 LC,89,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
12/29/2004,AQS,60310004,1,6.1,ug/m3 LC,25,Corcoran-Patterson,1,100,88101,PM2.5 - Local Conditions,25260,"Hanford-Corcoran, CA",6,California,31,Kings,36.102244,-119.56565
01/04/2004,AQS,60333001,1,2.2,ug/m3 LC,9,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
01/10/2004,AQS,60333001,1,5.2,ug/m3 LC,22,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
01/16/2004,AQS,60333001,1,2.1,ug/m3 LC,9,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
01/22/2004,AQS,60333001,1,3.6,ug/m3 LC,15,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
02/03/2004,AQS,60333001,1,2.4,ug/m3 LC,10,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
02/09/2004,AQS,60333001,1,2,ug/m3 LC,8,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
02/15/2004,AQS,60333001,1,5,ug/m3 LC,21,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
02/21/2004,AQS,60333001,1,5.6,ug/m3 LC,23,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
02/27/2004,AQS,60333001,1,1.5,ug/m3 LC,6,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
03/04/2004,AQS,60333001,1,2.5,ug/m3 LC,10,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
03/13/2004,AQS,60333001,1,5.5,ug/m3 LC,23,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
03/16/2004,AQS,60333001,1,4,ug/m3 LC,17,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
03/22/2004,AQS,60333001,1,5.6,ug/m3 LC,23,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
03/28/2004,AQS,60333001,1,5.5,ug/m3 LC,23,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
04/03/2004,AQS,60333001,1,4.8,ug/m3 LC,20,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
04/09/2004,AQS,60333001,1,5.9,ug/m3 LC,25,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
04/15/2004,AQS,60333001,1,2.4,ug/m3 LC,10,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
04/21/2004,AQS,60333001,1,2.1,ug/m3 LC,9,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
04/27/2004,AQS,60333001,1,8.5,ug/m3 LC,35,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
05/03/2004,AQS,60333001,1,3.6,ug/m3 LC,15,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
05/09/2004,AQS,60333001,1,2.5,ug/m3 LC,10,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
05/15/2004,AQS,60333001,1,3.7,ug/m3 LC,15,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
05/21/2004,AQS,60333001,1,3.1,ug/m3 LC,13,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
05/27/2004,AQS,60333001,1,2.1,ug/m3 LC,9,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
06/02/2004,AQS,60333001,1,3.7,ug/m3 LC,15,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
06/08/2004,AQS,60333001,1,2,ug/m3 LC,8,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
06/14/2004,AQS,60333001,1,2.1,ug/m3 LC,9,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
06/20/2004,AQS,60333001,1,4.8,ug/m3 LC,20,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
06/26/2004,AQS,60333001,1,2.8,ug/m3 LC,12,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
07/02/2004,AQS,60333001,1,4.8,ug/m3 LC,20,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
07/11/2004,AQS,60333001,1,5,ug/m3 LC,21,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
07/14/2004,AQS,60333001,1,5.6,ug/m3 LC,23,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
07/20/2004,AQS,60333001,1,3.3,ug/m3 LC,14,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
07/26/2004,AQS,60333001,1,6.5,ug/m3 LC,27,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
08/01/2004,AQS,60333001,1,6.4,ug/m3 LC,27,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
08/07/2004,AQS,60333001,1,2.6,ug/m3 LC,11,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
08/13/2004,AQS,60333001,1,5.3,ug/m3 LC,22,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
08/19/2004,AQS,60333001,1,9,ug/m3 LC,38,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
08/25/2004,AQS,60333001,1,2.7,ug/m3 LC,11,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
08/31/2004,AQS,60333001,1,8.6,ug/m3 LC,36,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
09/06/2004,AQS,60333001,1,8.5,ug/m3 LC,35,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
09/12/2004,AQS,60333001,1,3.3,ug/m3 LC,14,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
09/18/2004,AQS,60333001,1,3.3,ug/m3 LC,14,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
09/24/2004,AQS,60333001,1,4.9,ug/m3 LC,20,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
09/30/2004,AQS,60333001,1,9,ug/m3 LC,38,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
10/06/2004,AQS,60333001,1,6.2,ug/m3 LC,26,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
10/12/2004,AQS,60333001,1,3.3,ug/m3 LC,14,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
10/18/2004,AQS,60333001,1,2.3,ug/m3 LC,10,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
10/24/2004,AQS,60333001,1,3.3,ug/m3 LC,14,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
10/30/2004,AQS,60333001,1,3.2,ug/m3 LC,13,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
11/05/2004,AQS,60333001,1,5.9,ug/m3 LC,25,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
11/11/2004,AQS,60333001,1,2.8,ug/m3 LC,12,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
11/17/2004,AQS,60333001,1,6.6,ug/m3 LC,28,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
11/23/2004,AQS,60333001,1,5.7,ug/m3 LC,24,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
11/29/2004,AQS,60333001,1,3,ug/m3 LC,13,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
12/05/2004,AQS,60333001,1,18.1,ug/m3 LC,64,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
12/11/2004,AQS,60333001,1,4.1,ug/m3 LC,17,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
12/17/2004,AQS,60333001,1,3.8,ug/m3 LC,16,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
12/23/2004,AQS,60333001,1,1.9,ug/m3 LC,8,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
12/29/2004,AQS,60333001,1,2.3,ug/m3 LC,10,Lakeport-Lakeport Blvd.,1,100,88101,PM2.5 - Local Conditions,17340,"Clearlake, CA",6,California,33,Lake,39.0327,-122.92229
01/01/2004,AQS,60370002,1,18,ug/m3 LC,63,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/02/2004,AQS,60370002,1,20.4,ug/m3 LC,68,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/03/2004,AQS,60370002,1,8,ug/m3 LC,33,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/07/2004,AQS,60370002,1,23.6,ug/m3 LC,75,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/08/2004,AQS,60370002,1,28.3,ug/m3 LC,85,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/09/2004,AQS,60370002,1,21.9,ug/m3 LC,72,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/10/2004,AQS,60370002,1,9.1,ug/m3 LC,38,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/11/2004,AQS,60370002,1,12.5,ug/m3 LC,52,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/12/2004,AQS,60370002,1,42.2,ug/m3 LC,117,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/13/2004,AQS,60370002,1,9.1,ug/m3 LC,38,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/14/2004,AQS,60370002,1,7.3,ug/m3 LC,30,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/15/2004,AQS,60370002,1,10.3,ug/m3 LC,43,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/16/2004,AQS,60370002,1,30.6,ug/m3 LC,90,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/17/2004,AQS,60370002,1,40.4,ug/m3 LC,113,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/18/2004,AQS,60370002,1,55.1,ug/m3 LC,149,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/19/2004,AQS,60370002,1,54.4,ug/m3 LC,148,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/20/2004,AQS,60370002,1,44.6,ug/m3 LC,123,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/22/2004,AQS,60370002,1,4.5,ug/m3 LC,19,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/23/2004,AQS,60370002,1,7.8,ug/m3 LC,33,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/24/2004,AQS,60370002,1,9.3,ug/m3 LC,39,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/25/2004,AQS,60370002,1,13.3,ug/m3 LC,54,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/26/2004,AQS,60370002,1,17.6,ug/m3 LC,63,Azusa,1,100,88101,PM2.5 - Local Conditions,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
